a2b.night_bonus;當你的部隊抵達時，對方將有晚間防守加成！其加成為 {{BONUS}}%。
hero.item_returned_from_auction_subject;物品從拍賣中退回
hero.item_returned_from_auction_body;你的拍賣被取消，因為最高出價者違反了遊戲規則。以下物品已經退還到您的道具庫：{{AMOUNT}}x{{ITEM}}<br><br>不便之處，敬請原諒。<br><br>Travian: Legends 團隊
hero.equipmentBonus;裝備加成({{INT}}%)
hero.nationBenefit6;當策乘戰馬時，英雄將額外提昇{{SPEEDBONUS}} 單位／小時的速度。
hero.nationBenefit7;當策乘戰馬時，英雄將額外提昇{{SPEEDBONUS}} 單位／小時的速度。
hero.buttonBid;競標
hero.buttonChange;變更
hero.horse;馬匹
hero.itemType_rightHandCapital;右手道具
hero.itemType_leftHandCapital;左手道具
hero.itemType_bodyCapital;身體道具
hero.itemType_bagCapital;袋子道具
hero.artworkCooldownNote;使用一件藝術品將觸發{{HOURS}}小時的冷卻時間。
hero.artworkCulturePoints;消耗藝術品而獲得的文化點數：
hero.artworkWasUsedRecently;距上次使用藝術品的時間少於{{HOURS}}小時
hero.artworkYouCanUseAnother;你可在{{TIME}}{{DATE}}使用另一件藝術品
hero.itemAttributeConfederacySpeedBonus;{{PERCENTAGE}}可使聯邦成員之間的部隊速度加快。
hero.helmet;頭盔
hero.items;物品
hero.resourceAmountApplied;所應用數量：{{INPUTFIELD}}
hero.resourceAmountInStorage;當前庫存中數量：
hero.resourceAmountAfterUse;使用後庫存中數量：
hero.itemIsNotAuctionable;該道具無法在拍賣行裡出售。
hero.resourceItemInInventory;點擊此道具，將資源添加到您當前村莊的倉庫中。
hero.cropItemInInventory;點擊此道具，將穀物添加到您當前村莊的穀倉中。
hero.appliedToVillage;套用於目前啟用的村莊：
hero.itemHasCooldown;有{{INT}}小時的冷卻。
hero.itemDescriptionItemBandage_v3;戰鬥中的傷兵可以直接由英雄救治，如果繃帶的數目足夠，一次最多可救治損失兵力的 {{PERCENT}}。您只能根據繃帶的數量救治部隊士兵。救治時間等於這些部隊的回程時間，不過至少要{{TIME}}小時。
hero.heroItemTier_consumable;消耗品
hero.heroItemTier_tier1;層級1
hero.heroItemTier_tier2;層級2
hero.heroItemTier_tier3;層級3
hero.itemDescriptionLawTablets;每一法典可額外增加村莊的忠誠1%至最多125%。
hero.itemDescriptionLawTablets_v2;每一法典可額外增加村莊的忠誠{{PERCENT}}至最多{{MAX_PERCENT}}。
hero.filter_lawTablets;法典
hero.itemType_lawTablets;法典
hero.isRevivingTitle;你的英雄正在重生；英雄之城為{{VILLAGE}}。
hero.actionDead;英雄目前死亡。
hero.actionRegenerating;英雄目前在重生。
hero.heroProduction;英雄產量
hero.heroEquipmentBenefits;英雄裝備優勢
hero.resourceProduction;資源產量
hero.pointsAvailable;可用點數
hero.adventuresPageHeader;冒險
hero.auctionsPageHeader;拍賣
hero.heroItemSlot_helmet;空白頭部裝備欄位
hero.heroItemSlot_leftHand;空白用具欄位
hero.heroItemSlot_rightHand;空白武器欄位
hero.heroItemSlot_body;空白護甲欄位
hero.heroItemSlot_shoes;空白靴子欄位
hero.heroItemSlot_horse;空白馬匹欄位
hero.heroItemSlot_bag;空白消耗品欄位
hero.heroItemFilter_all;顯示全部
hero.heroItemFilter_helmet;顯示頭部裝備
hero.heroItemFilter_leftHand;顯示用具
hero.heroItemFilter_rightHand;顯示武器
hero.heroItemFilter_body;顯示護甲
hero.heroItemFilter_shoes;顯示靴子
hero.heroItemFilter_bag;顯示消耗品
hero.itemTypeV2_helmet;顯示裝備
hero.itemTypeV2_leftHand;用具
hero.itemTypeV2_rightHand;武器
hero.itemTypeV2_body;護甲
hero.itemTypeV2_shoes;靴子
hero.itemTypeV2_bag;消耗品
hero.itemTypeV2_horse;馬匹
hero.itemAttributeHealthV2;{{VALUE}}每天生命值恢復量
hero.itemAttributeHorseSpeedV2;裝備的英雄速度{{VALUE}}
hero.itemAttributeKpV2;每天{{VALUE}}點文明點
hero.itemAttributePowerV2;{{VALUE}} 戰鬥力
hero.itemAttributeAllySpeedBonusV2;{{VALUE}}可使聯盟成員之間的部隊速度加快。
hero.itemAttributeExperienceBonusV2;{{VALUE}} 經驗
hero.itemAttributeRaidBonusV2;敵人山洞尺寸縮小{{VALUE}}
hero.itemAttributeNatarsBonusV2;{{VALUE}}點對賴達族的攻擊力
hero.itemAttributeNatarsBonusV2Details;適用於英雄和部隊。
hero.itemAttributeReturnSpeedBonusV2;{{VALUE}}返回速度
hero.itemAttributeReturnSpeedBonusV2Details;你的英雄和所有隨行軍隊會更快返回主村。
hero.itemAttributeStaminaSpeedBonusV2;{{VALUE}}軍隊速度
hero.itemAttributeStaminaSpeedBonusV2Details;只有在行軍了{{THRESHOLD}}的距離才適用。
hero.itemAttributeVillagesSpeedBonusV2;我方的村莊間移動速度{{VALUE}}
hero.itemAttributeVillagesSpeedBonusV2Details;你的英雄和所有和你一起的軍隊速度更快。
hero.itemAttributeConfederacySpeedBonusV2;聯邦成員之間的部隊速度{{VALUE}}
hero.itemAttributeUnitBonusV2;每有{{UNIT_NAME}}攻擊和防禦{{VALUE}}
hero.itemAttributeStableBonusV2;馬廄的訓練時間減短{{VALUE}}
hero.itemAttributeHeroSpeedV2;裝備的英雄速度{{VALUE}}
hero.itemAttributeHeroSpeedAdvantageV2Details;包含高盧人種族優勢。
hero.itemAttributeBarracksBonusV2;兵營的訓練時間減短{{VALUE}}
hero.itemAttributeArmorV2;傷害減少{{VALUE}}
hero.itemDescriptionHasCooldownV2;有{{COOLDOWN}}的冷卻。
hero.itemDescriptionOintmentV2;恢復英雄的生命值。
hero.itemDescriptionOintmentV2Details;每使用藥劑即恢復{{PERCENTAGE}}生命值。裝備藥劑就能在戰鬥後直接治療非致命的傷害。
hero.itemDescriptionScrollV2;賦予英雄經驗值。
hero.itemDescriptionScrollV2Details;用來獲得每個書卷{{EXPERIENCE}}經驗值。會套用經驗值加成。
hero.itemDescriptionBucketOfWaterV2;重生英雄。
hero.itemDescriptionBucketOfWaterV2Details;用來馬上令英雄重生。
hero.itemDescriptionBucketOfWaterV2Cooldown;有{{COOLDOWN}}的冷卻時間，會在{{DATE}}{{TIME}}結束。
hero.itemDescriptionLawTabletsV2;提升忠誠度。
hero.itemDescriptionLawTabletsV2CityDetails;每使用一個法典，都會使你的英雄所在的主村或城市忠誠度提高{{RAISE}}（最多為{{LIMIT}}）。
hero.itemDescriptionLawTabletsV2Details;每使用一個法典，都會使你的英雄所在的主村忠誠度提高{{RAISE}}（最多為{{LIMIT}}）。
hero.itemDescriptionBookOfWisdomV2;重置能力。
hero.itemDescriptionBookOfWisdomV2Details;用來回收所有已花費的能力點，以便再次花費。
hero.itemDescriptionArtWorkV2;額外提供{{VALUE}}文化點數。
hero.itemDescriptionArtWorkV2Details;這個數值是基於你的村莊所產生的文化點數，但不能超過{{MAX}}。
hero.artworkYouCanUseAnotherV2;有{{COOLDOWN}}的冷卻時間，會在{{DATE}}{{TIME}}結束。
hero.itemDescriptionItemBandageV2;戰鬥後立刻治療軍隊{{VALUE}}損員。
hero.itemDescriptionItemBandageV2Details;你只能根據繃帶的數量救治部隊士兵。救治時間等於這些部隊的回程時間，不過至少要{{TIME}}。
hero.itemDescriptionCageV2;馴服動物。
hero.itemDescriptionCageV2Details;裝備並搶奪有動物的綠洲就能馴服動物。被馴服的動物可作為防禦軍隊強化你的村莊。沒有戰鬥發生時才能馴服動物。
hero.itemDescriptionWoodV2;木材
hero.itemDescriptionWoodV2Details;將木材轉移到你目前啟用村莊的倉庫。
hero.itemDescriptionLumberV2;木材
hero.itemDescriptionLumberV2Details;將木材轉移到你目前啟用村莊的倉庫。
hero.itemDescriptionClayV2;磚塊
hero.itemDescriptionClayV2Details;將磚塊轉移到你目前啟用村莊的倉庫。
hero.itemDescriptionCropV2;穀物
hero.itemDescriptionCropV2Details;將穀物轉移到你目前啟用村莊的穀倉。
hero.itemDescriptionIronV2;鋼鐵
hero.itemDescriptionIronV2Details;將鋼鐵轉移到你目前啟用村莊的倉庫。
hero.itemNotFound;找不到物品
hero.itemUse;使用
hero.itemConsume;消耗品
hero.itemEquip;建立
hero.itemUnequip;解除裝備
hero.itemTransfer;傳輸
hero.item106_inputLabel_healPossible;使用的藥劑數
hero.item106_inputLabel_fullHealth;裝備的藥劑數
hero.item107_inputLabel;使用的書卷數
hero.item109_inputLabel;使用的法典數
hero.item111_inputLabel;使用的藝術品數
hero.item112_inputLabel;裝備的小繃帶數
hero.item113_inputLabel;裝備的繃帶數
hero.item114_inputLabel;裝備的獸籠數
hero.item145_inputLabel;轉移的木材數
hero.item146_inputLabel;轉移的磚塊數
hero.item147_inputLabel;轉移的鋼鐵數
hero.item148_inputLabel;轉移的穀物數
hero.moveItemToInventoryInputLabel;移至道具庫的物品數
hero.xpByScrolls;使用書卷獲得的經驗值：
hero.xpByBonus;裝備加成（{{PERCENT}}）：
hero.xpAfterScrollUse;使用書卷後的英雄經驗值：
hero.healthAfterUsage;使用後的英雄生命值：
hero.ointmentsEquipped;裝備的藥劑數：
hero.waterbucketHeroAlive;你的英雄還活著，所以不能使用這個物品。
hero.loyaltyOf;{{VILLAGENAME}}的忠誠度：
hero.loyaltyLimitReached;你目前不能使用這個物品，因為你的村莊已經達到忠誠度上限。
hero.noSpentSkillPoints;你目前不能使用這個物品，因為你沒有可分配的技能點。
hero.smallBandagesEquipped;裝備的小繃帶數：
hero.bandagesEquipped;裝備的繃帶數：
hero.cagesEquipped;裝備的獸籠數：
hero.resourcesToVillage;發送至啟用村莊：
hero.resourcesAfterTransfer;轉移後庫存中數量：
hero.actionCannotBePerformed;無法執行動作。
hero.noRallyPointNoRevive;此英雄不能在目前村莊重生生命值。英雄僅可能在村莊裡透過集結點重生。
hero.reviveTitle;重生英雄
hero.reviveWithResources;使用資源使英雄重生。
hero.buyWaterBucketInAuctions;你目前沒有水桶。去拍賣試試手氣。
hero.reviveWithResourcesAction;使用資源
hero.reviveWithWaterBucket;使用水桶使英雄重生
hero.reviveWithWaterBucketAction;使用水桶
hero.regenerationIsNotPossible;無法再生。
hero.tooltip_heroDead_item;英雄死亡時無法變更裝備。
hero.tooltip_heroReviving_item;英雄復活時無法變更裝備。
hero.tooltip_heroTrapped_item;英雄被困時無法變更裝備。
hero.tooltip_heroReinforcing_item;英雄支援時無法變更裝備。
hero.tooltip_heroUnderway_item;英雄過渡時無法變更裝備。
hero.tooltip_heroDead_consumable;英雄死亡時無法使用這個消耗品。
hero.tooltip_heroReviving_consumable;英雄復活時無法使用這個消耗品。
hero.reviving;復活中
hero.reinforcing;支援中
hero.underway;過渡中
hero.info;資訊
hero.sort;排序
hero.tradeItems;交易物品
hero.noRefundForRegenerationCostsV2;但已經花了的資源將不予退還！
hero.downloadTitle;下載英雄圖像
hero.downloadDescription;下載你目前英雄的圖像，作為社交媒體的頭像。
hero.chooseBackground;選擇背景
hero.preview;預覽
hero.toDownload;下載
hero.heroHasChanged;目前英雄已變更。請重複操作。
hero.defBonus;防禦加成
hero.offBonus;攻擊加成
hero.power;戰鬥力
hero.productionPoints;資源
hero.regenBonus;回復度：
hero.maximumPointsAlreadySetted;您已經獲得{{ATTRIBUTE}}屬性允許的最大點數。
hero.itemCannotBeMoved;物品不能移動到所申請的位置
hero.noItemToMove;沒有申請移動的物品
hero.stateOnTheWayToAttack;英雄正要去攻擊{{TARGET}}。
hero.stateOnTheWayToRaid;英雄正要去搶奪{{TARGET}}。
hero.stateOnTheWayToSupply;你的英雄正前往支援 {{TARGET}}。
hero.homeVillageIs;英雄之城：{{NAME}}。
hero.itemNotAuctionable;物品無法在拍賣出售
hero.auctionWrongAmount;出售物品數量不正確
hero.regenerationIsNotPossibleHeroAlive;無法再生：英雄還活著
hero.regenerationIsNotPossibleResources;無法再生：資源不足
hero.culturPointsOfAvatar;頭像現有文明點：
hero.itemAttributeReturnSpeedBonusV2DetailsHarbourEnabled;這也會影響英雄乘船移動的時間。
hero.auctionsLockedTooltipHeadline;拍賣未解鎖
hero.itemDescriptionMaterial;用於製作
hero.itemDescriptionMaterialDetails;用於精煉物品和鍛造新物品。利用熔煉物品獲得。
hero.materialCantBeUsed;前往製作就能使用材料。
hero.heroItemFilter_horse;表演用馬
hero.itemsNotInInventory;這兩個物品都必須在你的道具庫中
hero.refineNotPossible;無法精煉這些物品
hero.crafting;製作
hero.legendaryItemNotFound;未找到傳奇物品
hero.itemRemove;移除
hero.status50_generic;你的英雄正在前往冒險。
hero.MORE_TROOPS_SPEED;提高部隊速度
hero.MORE_TROOPS_SPEED_BETWEEN_CONFEDERACY;加快聯邦成員之間的部隊速度
hero.LESS_DAMAGE;已減少傷害
hero.LESS_TIME_IN_BARRACK;縮短兵營招兵買馬的時間
hero.LESS_TIME_IN_STABLE;縮短馬廄的訓練時間
hero.MORE_EXPERIENCE;增加經驗值
hero.MORE_HEALTH_POINTS;每天額外的生命值
hero.MORE_MOUNTED_HERO_SPEED;提高有裝備的英雄速度
hero.MORE_ARMY_SPEED;提高軍隊速度
hero.MORE_SPEED_BETWEEN_OWN_VILLAGES;提高自己村莊之間的速度
hero.MORE_CULTURE_POINTS;每天額外增加文明點數
hero.MORE_ATTACK_NATARS;增加對賴達族的攻擊力
hero.MORE_UNIT_ATTACK_DEFENCE;增加特定單位的攻擊與防禦
hero.MORE_FIGHTING_STRENGTH;增加戰鬥力
hero.LESS_ENEMY_CRANNY;縮小敵人山洞尺寸
hero.MORE_RETURN_SPEED;提高回程速度
hero.byHeroV2;{{NUM}}單位/小時（英雄加成）
hero.byEquipmentV2;{{NUM}}單位/小時（裝備加成）
hero.fieldsPerHourV2;{{NUM}}格/小時
hero.fieldsPerHourByHorseV2;{{NUM}}單位/小時（馬匹加成）
hero.fieldsPerHourByNationBenefitV2;{{NUM}}單位/小時（種族加成）
hero.itemAttributeMountsHero;騎乘英雄
hero.resourceTransferHeadline;轉移資源
hero.resourceTransferDescription;將資源轉移到你目前啟用村莊的倉庫：{{VILLAGE}}
hero.resourceTransferWarehouseFullTooltip;倉庫已滿！
hero.resourceTransferGranaryFullTooltip;穀倉已滿！
hero.resourceTransferButtonAll;轉移上限
hero.resourceTransferButtonInput;傳輸
hero.resourceTransferErrorNoResource_lumber;英雄沒有木材。
hero.resourceTransferErrorNoResource_clay;英雄沒有磚塊。
hero.resourceTransferErrorNoResource_iron;英雄沒有鋼鐵。
hero.resourceTransferErrorNoResource_crop;英雄沒有穀物。
hero.resourceTransferErrorStorageFull_lumber;儲存容量不足給  木材。
hero.resourceTransferErrorStorageFull_clay;儲存容量不足給磚塊。
hero.resourceTransferErrorStorageFull_iron;儲存容量不足給鋼鐵。
hero.resourceTransferErrorStorageFull_crop;儲存容量不足給穀物。
hero.resourceTransferSuccess_lumber;{{NUM}}木材已成功轉移。
hero.resourceTransferSuccess_clay;{{NUM}}磚塊已成功轉移。
hero.resourceTransferSuccess_iron;{{NUM}}鋼鐵已成功轉移。
hero.resourceTransferSuccess_crop;{{NUM}}穀物已成功轉移。
hero.itemAttributeReturnSpeedBonusWithShipDetails;你的英雄和所有隨行軍隊會更快返回主村。這也會影響英雄乘船移動的時間。
hero.resourceTransferCharges_r1;從英雄道具庫轉移木材
hero.resourceTransferCharges_r2;從英雄道具庫轉移磚塊
hero.resourceTransferCharges_r3;從英雄道具庫轉移鋼鐵
hero.resourceTransferCharges_r4;從英雄道具庫轉移穀物
hero.resourceTransferButtonSelected;轉移所選
hero.resourceTransferError_emptyInventory;英雄道具庫中沒有可轉移的資源。
hero.resourceTransferError_notEnoughStorage;首先升級倉庫。
hero.resourceTransferError_notEnoughCropStorage;首先升級穀倉。
heroAppearance.jaw;頭部
heroAppearance.eyes;眼睛
heroAppearance.nose;鼻子
heroAppearance.mouth;口部
heroAppearance.ears;耳朵
heroAppearance.hair;髮型
heroAppearance.brows;眉毛
heroAppearance.beard;鬍鬚
heroAppearance.scar;疤痕
heroAppearance.tattoo;刺青
heroAppearance.hairColor;髮色
heroAppearance.eyeColor;眼睛顏色
heroAppearance.skinColor;膚色
heroAppearance.toggleGender;變更性別
heroAppearance.shuffle;隨機
heroAppearance.zoomIn;放大
heroAppearance.zoomOut;縮小
heroAppearance.noBuyOptions;未選取購買選項
heroAppearance.selectedBuyOptions;購買選取的選項
heroAppearance.resetChanges;還原變更
heroAppearance.saveChanges;儲存變更
heroAppearance.saveChanges_disabled;英雄圖像使用了未購買的選項；請先購買。
heroAppearance.selectedOptions;選取的選項
heroAppearance.buyCosmeticOptions;購買外觀選項
heroAppearance.buyDescription;這將在伺服器運行期間解鎖以下外觀選項：
heroAppearance.jawOption;頭部選項
heroAppearance.eyesOption;眼睛選項
heroAppearance.noseOption;鼻子選項
heroAppearance.mouthOption;口部選項
heroAppearance.earsOption;耳朵選項
heroAppearance.hairOption;髮型選項
heroAppearance.browsOption;眉毛選項
